"NO_SPOOL","DIA","Length","Weight","MemberCount","JointCount","Emergency","ApplyLeadTime","STG","Service","Pass","Sch","Material","제작협력사","도장협력사","Plan_makingLT","Actual_makingLT","Predicted_makingLT","Plan_paintingLT","Actual_paintingLT","Predicted_paintingLT"
"SN2126B7PU1312969","0.75","229.0","0.979","3.0","2.0","1.0","정상","30.0","DH","A","S-80S","SS","성일","하이에어","17.0","23.0","22.461021","16.0","20.0","18.238136"
"SN2126B7PU1134139","12.0","1752.0","199.204","2.0","1.0","1.0","정상","30.0","FCH","B","S-XS","CS","(주)성광테크","(주)성광테크","19.0","26.0","22.081741","13.0","9.0","19.326279"
"SN2126B7PU1132039","2.0","4609.0","40.778","4.0","3.0","1.0","준긴급","30.0","DH","B","S-80","CS","건일산업(주)","삼녹","23.0","28.0","24.961468","12.0","13.0","20.230907"
"SN2126B7PU1126357","2.0","1220.0","16.254","2.0","1.0","1.0","정상","50.0","PA","B","S-160","CS","건일산업(주)","건일산업(주)","34.0","21.0","19.156868","13.0","26.0","16.512104"
"SN2126B7PU1123524","16.0","2905.0","926.11","8.0","7.0","1.0","정상","50.0","CHS","A","S-40","CS","(주)성광테크","(주)성광테크","19.0","20.0","23.542074","21.0","31.0","15.731364"
"SN2126B7PU1129907","1.0","285.0","2.171","3.0","2.0","1.0","정상","50.0","N","A","S-80","CS","(주)성광테크","(주)성광테크","27.0","43.0","21.422781","13.0","16.0","17.438412"
"SN2126B7PU1J00578","3.0","0.0","53.6939999999999","6.0","5.0","1.0","정상","40.0","VA","B","S-40","SDSS","건일산업(주)","삼녹","27.0","28.0","33.152023","11.0","20.0","20.087013"
"SN2126B7PU1316595","1.0","3275.0","16.854","6.0","4.0","1.0","정상","30.0","CDD","B","S-80S","SS","삼성중공업(주)거제","성도","37.0","54.0","46.10941","11.0","19.0","16.811779"
"SN2126B7PU1123394","0.75","75.0","1.065","2.0","1.0","1.0","정상","30.0","N","A","S-80","CS","(주)성광테크","(주)성광테크","17.0","15.0","23.214128","20.0","16.0","16.897583"
"SN2126B7PU1317617","2.0","560.0","15.625","12.0","11.0","1.0","정상","40.0","WM","A","S-10S","SS","건일산업(주)","하이에어","17.0","22.0","25.72688","11.0","13.0","15.976428"
"SN2126B7PU1200499","36.0","456.0","1773.0","2.0","1.0","1.0","정상","40.0","RN","B","T-31.75","LTCS","(주)성광테크","(주)성광테크","26.0","53.0","33.419647","20.0","28.0","17.98188"
"SN2126B7PU1702454","3.0","1754.0","22.963","2.0","1.0","1.0","정상","3B","FW","B","T-5.56","CN","부흥","하이에어","33.0","28.0","27.160557","8.0","24.0","15.111386"
"SN2126B7PU1704100","1.5","1489.0","20.695","14.0","6.0","1.0","정상","50.0","FA","A","T-3.81","CN","부흥","하이에어","19.0","61.0","33.144466","11.0","12.0","16.693726"
"SN2126B7PU1312471","2.0","4669.0","27.355","6.0","3.0","1.0","정상","50.0","VA","A","S-10S","SS","삼성중공업(주)거제","성도","19.0","37.0","35.87438","12.0","21.0","17.909885"
"SN2126B7PU1122662","0.5","75.0","0.765999999999999","2.0","1.0","1.0","정상","40.0","PG","A","S-160","CS","(주)성광테크","(주)성광테크","17.0","11.0","20.22073","13.0","18.0","16.855392"
"SN2126B7PU1117740","2.0","1762.0","17.96","4.0","3.0","0.0","정상","3B","DN","B","S-80","CS","해승케이피피","해승케이피피","1.0","56.0","52.110985","1.0","20.0","19.25153"
"SN2126B7PU1128015","2.0","5300.0","66.343","2.0","1.0","1.0","정상","40.0","PG","A","S-160","CS","건일산업(주)","건일산업(주)","17.0","29.0","20.979177","18.0","18.0","19.899334"
"SN2126B7PU1319352","20.0","6000.0","1114.97","10.0","9.0","1.0","정상","50.0","PG","A","S-10S","SS","건일산업(주)","하이에어","17.0","19.0","26.105131","11.0","8.0","14.864163"
"SN2126B7PU1130139","4.0","674.0","45.527","5.0","4.0","1.0","정상","30.0","PG","B","S-80","CS","건일산업(주)","건일산업(주)","27.0","38.0","27.5264","13.0","21.0","20.604132"
"SN2126B7PU1117631","3.0","1886.0","39.412","7.0","6.0","1.0","정상","50.0","CWS","A","S-40","CS","성일SIM함안공장","하이에어","19.0","23.0","23.13885","13.0","17.0","16.550644"
"SN2126B7PU1127176","6.0","1020.0","60.153","5.0","4.0","1.0","정상","40.0","CWR","B","S-40","CS","성일SIM함안공장","하이에어","27.0","23.0","25.29414","13.0","13.0","17.070656"
"SN2126B7PU1131438","2.0","6000.0","53.023","5.0","4.0","1.0","정상","30.0","N","B","S-80","CS","건일산업(주)","건일산업(주)","29.0","32.0","22.712303","13.0","25.0","22.94141"
"SN2126B7PU1201462","12.0","1880.0","762.323","9.0","11.0","1.0","정상","50.0","PG","A","S-120","LTCS","(주)성광테크","(주)성광테크","24.0","42.0","29.191133","15.0","23.0","17.218906"
"SN2126B7PU1320781","0.75","924.0","5.15799999999999","9.0","8.0","1.0","정상","40.0","LNG","B","S-80S","SS","건일산업(주)","하이에어","17.0","27.0","33.75409","11.0","14.0","15.286512"
"SN2126B7PU1702890","6.0","2078.0","117.292","3.0","2.0","1.0","정상","50.0","FW","B","T-6.35","CN","부흥","하이에어","47.0","25.0","24.476767","13.0","13.0","15.015544"
"SN2126B7PU1311164","24.0","914.0","653.458","8.0","7.0","1.0","정상","40.0","RN","B","S-40S","SS","건일산업(주)","하이에어","48.0","34.0","31.477621","13.0","11.0","15.081226"
"SN2126B7PU1130183","2.0","2450.0","25.0559999999999","5.0","4.0","1.0","정상","30.0","AU","B","S-80","CS","건일산업(주)","건일산업(주)","17.0","24.0","23.37657","10.0","31.0","22.843914"
"SN2126B7PU1320050","1.0","200.0","1.505","3.0","2.0","1.0","정상","30.0","WD","A","S-80S","SS","건일산업(주)","하이에어","24.0","19.0","23.548714","11.0","19.0","15.351715"
"SN2126B7PU1201152","20.0","906.0","740.071","10.0","12.0","1.0","정상","50.0","PG","A","S-80","LTCS","성일SIM함안공장","성일SIM함안공장","34.0","28.0","34.054943","11.0","15.0","17.009922"
"SN2126B7PU1133112","6.0","1197.0","190.907","12.0","11.0","1.0","정상","30.0","PG","A","S-120","CS","(주)성광테크","(주)성광테크","27.0","25.0","25.688042","13.0","13.0","19.749237"
"SN2126B7PU1310804","6.0","1961.0","27.121","1.0","0.0","0.0","정상","40.0","FWH","A","S-10S","SS","삼성중공업(주)거제","하이에어","1.0","22.0","25.090149","1.0","20.0","21.199547"
"SN2126B7PU1127232","12.0","8000.0","1056.4","1.0","0.0","1.0","정상","50.0","PA","A","S-80","CS","성일SIM함안공장","하이에어","24.0","16.0","17.997595","15.0","12.0","15.230205"
"SN2126B7PU1319426","6.0","298.0","32.819","4.0","3.0","1.0","정상","50.0","PG","B","S-40S","SS","건일산업(주)","하이에어","19.0","21.0","28.887266","11.0","22.0","17.957954"
"SN2126B7PU1123450","0.75","75.0","1.065","2.0","1.0","1.0","정상","30.0","CWR","B","S-80","CS","성일SIM함안공장","성일SIM함안공장","17.0","17.0","26.198458","13.0","30.0","15.8952265"
"SN2126B7PU1126132","1.5","2217.0","34.342","8.0","7.0","1.0","정상","40.0","PG","B","S-160","CS","건일산업(주)","건일산업(주)","11.0","33.0","26.768814","20.0","14.0","20.186558"
"SN2126B7PU1316657","16.0","943.0","501.224","8.0","6.0","1.0","정상","50.0","N","A","S-80S","SS","건일산업(주)","하이에어","19.0","25.0","34.956036","37.0","10.0","14.530217"
"SN2126B7PU1317053","3.0","5872.0","99.261","11.0","12.0","1.0","정상","50.0","PL","A","S-40S","SS","삼성중공업(주)거제","하이에어","20.0","53.0","35.358276","13.0","11.0","15.569396"
"SN2126B7PU1122766","2.0","1108.0","13.6879999999999","3.0","1.0","1.0","정상","50.0","AU","B","S-80","CS","(주)성광테크","(주)성광테크","19.0","18.0","20.982565","13.0","17.0","17.837574"
"SN2126B7PU1131863","1.0","2135.0","12.877","3.0","2.0","1.0","정상","30.0","N","B","S-80","CS","(주)성광테크","(주)성광테크","19.0","13.0","20.880384","13.0","16.0","16.751064"
"SN2126B7PU1704391","1.0","450.0","6.272","8.0","0.0","1.0","정상","50.0","FA","A","S-80S","CN","부흥","하이에어","20.0","53.0","33.210884","13.0","20.0","16.910614"
"SN2126B7PU1320778","2.0","0.0","16.005","3.0","2.0","1.0","최소","50.0","PG","A","T-15","SS","건일산업(주)","하이에어","5.0","47.0","14.123768","8.0","15.0","13.698553"
"SN2126B7PU1310440","4.0","1696.0","45.561","6.0","5.0","0.0","정상","40.0","RN","A","S-40S","SS","삼성중공업(주)거제","하이에어","1.0","36.0","33.981514","1.0","24.0","26.002468"
"SN2126B7PU1124699","14.0","300.0","192.399","3.0","2.0","1.0","정상","40.0","HWS","A","S-30","CS","건일산업(주)","건일산업(주)","27.0","27.0","24.313866","13.0","14.0","23.088669"
"SN2126B7PU1131678","0.75","100.0","1.12","2.0","1.0","1.0","정상","50.0","AI","A","S-80","CS","(주)성광테크","(주)성광테크","17.0","17.0","19.801756","14.0","12.0","17.480995"
"SN2126B7PU1117382","0.75","237.0","3.42","9.0","8.0","0.0","정상","40.0","DN","A","S-80","CS","성일SIM함안공장","하이에어","1.0","38.0","43.913773","1.0","14.0","20.444645"
"SN2126B7PU1120239","1.0","2552.0","19.121","7.0","6.0","1.0","정상","40.0","AU","B","S-80","CS","(주)성광테크","(주)성광테크","22.0","16.0","22.305971","19.0","20.0","16.845299"
"SN2126B7PU1133895","3.0","964.0","45.943","9.0","8.0","1.0","정상","40.0","FWH","B","S-40","CS","건일산업(주)","건일산업(주)","35.0","29.0","30.561092","19.0","15.0","17.183975"
"SN2126B7PU1703061","6.0","1376.0","61.643","5.0","3.0","0.0","정상","50.0","FW","B","T-6.35","CN","부흥","하이에어","17.0","40.0","32.346256","11.0","6.0","18.873652"
"SN2126B7PU1125556","2.0","3876.0","34.398","3.0","2.0","1.0","정상","30.0","DH","B","S-80","CS","건일산업(주)","삼녹","18.0","17.0","23.20865","11.0","23.0","19.255154"
"SN2126B7PU1131348","2.0","1109.0","21.989","7.0","6.0","1.0","준긴급","30.0","DH","B","S-80","CS","(주)성광테크","삼녹","12.0","16.0","19.853685","8.0","13.0","17.150997"
"SN2126B7PU1320261","3.0","1312.0","21.7219999999999","3.0","2.0","1.0","최소","30.0","PCW","B","S-40S","SS","건일산업(주)","하이에어","7.0","26.0","15.400089","8.0","10.0","13.004816"
"SN2126B7PU1122270","2.0","3500.0","31.585","3.0","2.0","0.0","준긴급","30.0","DH","B","S-80","CS","(주)성광테크","(주)성광테크","13.0","14.0","26.284964","9.0","19.0","14.193216"
"SN2126B7PU1319130","1.0","2803.0","18.1609999999999","6.0","3.0","1.0","정상","50.0","WD","B","S-80S","SS","건일산업(주)","하이에어","17.0","26.0","25.3336","11.0","29.0","18.830397"
"SN2126B7PU1702666","6.0","6000.0","198.94","5.0","2.0","1.0","정상","50.0","FW","B","T-6.35","CN","부흥","하이에어","19.0","25.0","26.097466","13.0","8.0","15.365636"
"SN2126B7PU1130352","2.0","860.0","10.333","3.0","2.0","1.0","정상","30.0","AU","B","S-80","CS","건일산업(주)","하이에어","19.0","26.0","21.65709","21.0","21.0","19.25153"
"SN2126B7PU1131100","2.0","686.0","14.19","5.0","4.0","1.0","정상","30.0","PL","A","S-160","CS","건일산업(주)","건일산업(주)","24.0","27.0","28.069374","18.0","20.0","17.598967"
"SN2126B7PU1200541","20.0","2275.0","1544.03","7.0","9.0","1.0","정상","40.0","RN","B","S-80","LTCS","성일SIM함안공장","성일SIM함안공장","145.0","46.0","34.019222","11.0","22.0","16.063717"
"SN2126B7PU1702667","6.0","6000.0","197.817999999999","4.0","3.0","1.0","정상","40.0","FW","B","T-6.35","CN","부흥","하이에어","31.0","24.0","26.424603","13.0","13.0","15.193515"
"SN2126B7PU1133029","1.0","1489.0","16.794","10.0","9.0","1.0","정상","50.0","AU","B","S-80","CS","성일SIM함안공장","하이에어","21.0","15.0","21.3291","13.0","19.0","15.954223"
"SN2126B7PU1310510","6.0","2196.0","51.922","3.0","2.0","0.0","정상","50.0","VA","A","S-10S","SS","삼성중공업(주)거제","하이에어","25.0","37.0","34.260654","8.0","28.0","20.957832"
"SN2126B7PU1121254","2.0","1031.0","25.267","5.0","4.0","0.0","정상","30.0","PG","A","S-160","CS","성일SIM함안공장","성일SIM함안공장","17.0","29.0","32.051807","23.0","22.0","18.845116"
"SN2126B7PU1130651","20.0","1282.0","570.254","7.0","6.0","1.0","정상","40.0","CWR","B","S-20","CS","(주)성광테크","(주)성광테크","88.0","31.0","26.279263","17.0","29.0","18.235844"
"SN2126B7PU1127496","1.0","1016.0","14.293","10.0","9.0","1.0","정상","50.0","AU","A","S-80","CS","성일SIM함안공장","하이에어","17.0","11.0","22.431631","15.0","19.0","16.80981"
"SN2126B7PU1126772","1.5","81.0","1.838","2.0","1.0","1.0","정상","40.0","AI","A","S-80","CS","건일산업(주)","건일산업(주)","27.0","14.0","22.527393","13.0","20.0","19.385662"
"SN2126B7PU1131466","10.0","3662.0","177.365","2.0","1.0","1.0","정상","50.0","VA","B","S-20","CS","성일SIM함안공장","하이에어","19.0","22.0","30.145668","11.0","15.0","17.97145"
"SN2126B7PU1703789","1.0","718.0","9.605","10.0","6.0","1.0","정상","40.0","FW","A","T-3.2","CN","부흥","하이에어","17.0","41.0","32.023163","11.0","16.0","15.453906"
"SN2126B7PU1128427","1.0","435.0","2.447","3.0","2.0","1.0","정상","30.0","N","A","S-80","CS","건일산업(주)","건일산업(주)","19.0","16.0","24.42619","14.0","32.0","21.442734"
"SN2126B7PU1314678","2.0","2349.0","24.822","7.0","5.0","1.0","정상","30.0","VA","A","S-10S","SS","삼성중공업(주)거제","하이에어","20.0","45.0","38.865845","13.0","12.0","15.696866"
"SN2126B7PU1319592","2.0","1763.0","31.598","6.0","3.0","1.0","정상","40.0","PL","A","S-40S","SS","건일산업(주)","하이에어","23.0","53.0","37.47515","11.0","16.0","16.631144"
"SN2126B7PU1702457","3.0","6000.0","73.87","3.0","1.0","0.0","정상","40.0","FW","B","T-5.56","CN","부흥","하이에어","17.0","29.0","28.935513","17.0","13.0","18.402431"
"SN2126B7PU1120675","1.0","4596.0","15.2709999999999","2.0","1.0","0.0","정상","40.0","N","A","S-80","CS","(주)성광테크","(주)성광테크","17.0","15.0","37.25292","25.0","22.0","50.368202"
"SN2126B7PU1317584","2.0","3768.0","41.66","12.0","8.0","1.0","정상","40.0","WM","A","S-10S","SS","건일산업(주)","하이에어","17.0","21.0","25.161514","11.0","14.0","15.739101"
"SN2126B7PU1312634","3.0","1105.0","33.669","8.0","7.0","1.0","정상","40.0","RN","A","S-40S","SS","삼성중공업(주)거제","성도","27.0","60.0","44.957916","26.0","26.0","18.1137"
"SN2126B7PU1318729","2.0","0.0","7.082","4.0","3.0","1.0","정상","50.0","PL","A","S-10S","SS","건일산업(주)","하이에어","27.0","43.0","30.137005","13.0","10.0","16.684074"
"SN2126B7PU1314599","1.0","737.0","6.189","9.0","8.0","1.0","정상","40.0","DH","B","S-80S","SS","건일산업(주)","하이에어","17.0","35.0","30.020496","13.0","15.0","17.113693"
"SN2126B7PU1131975","4.0","352.0","22.998","10.0","9.0","1.0","정상","40.0","PA","A","S-40","CS","(주)성광테크","(주)성광테크","92.0","33.0","36.14488","15.0","30.0","17.14849"
"SN2126B7PU1131324","6.0","6700.0","213.052","4.0","3.0","1.0","정상","50.0","PM","B","S-40","CS","(주)성광테크","(주)성광테크","20.0","26.0","26.787457","13.0","14.0","17.21373"
"SN2126B7PU1200556","18.0","1700.0","558.326","6.0","5.0","1.0","정상","50.0","RN","B","S-40","LTCS","(주)성광테크","(주)성광테크","19.0","24.0","30.764484","16.0","16.0","16.93761"
"SN2126B7PU1124081","1.0","100.0","0.324","1.0","0.0","1.0","정상","40.0","N","A","S-80","CS","(주)성광테크","(주)성광테크","17.0","10.0","19.495476","11.0","16.0","17.161575"
"SN2126B7PU1130608","1.0","452.0","3.47399999999999","5.0","4.0","1.0","정상","50.0","AU","A","S-80","CS","(주)성광테크","(주)성광테크","20.0","29.0","22.27067","13.0","11.0","17.21288"
"SN2126B7PU1320125","1.0","5674.0","21.1319999999999","5.0","4.0","1.0","정상","40.0","PG","B","S-80S","SS","건일산업(주)","하이에어","17.0","22.0","23.757978","28.0","11.0","16.441936"
"SN2126B7PU1J00387","20.0","0.0","825.861","7.0","6.0","1.0","정상","50.0","N","B","S-30","CS","성일SIM함안공장","삼녹","27.0","33.0","35.896618","13.0","23.0","18.755707"
"SN2126B7PU1200479","48.0","4822.0","5233.77","11.0","10.0","1.0","정상","40.0","RN","A","T-30.18","LTCS","(주)성광테크","(주)성광테크","17.0","30.0","41.36507","27.0","27.0","17.521976"
"SN2126B7PU1312831","12.0","6000.0","215.9","1.0","0.0","1.0","정상","50.0","FCH","A","S-10S","SS","삼성중공업(주)거제","성도","19.0","35.0","22.847134","20.0","22.0","21.719883"
"SN2126B7PU1315917","1.0","4415.0","15.458","3.0","2.0","0.0","정상","50.0","WD","B","S-80S","SS","삼성중공업(주)거제","하이에어","37.0","39.0","35.990532","4.0","9.0","23.83611"
"SN2126B7PU1128136","10.0","1698.0","184.141","4.0","3.0","1.0","정상","50.0","CWS","A","S-20","CS","건일산업(주)","건일산업(주)","14.0","29.0","24.989971","13.0","14.0","18.151798"
"SN2126B7PU1120510","1.5","156.0","3.635","4.0","3.0","1.0","정상","40.0","N","A","S-80","CS","(주)성광테크","(주)성광테크","18.0","20.0","21.32176","13.0","15.0","17.47545"
"SN2126B7PU1120958","2.0","2830.0","42.801","10.0","9.0","1.0","정상","40.0","DH","A","S-80","CS","건일산업(주)","삼녹","24.0","28.0","27.952036","11.0","29.0","19.1489"
"SN2126B7PU1703369","4.0","2451.0","47.11","3.0","1.0","1.0","정상","30.0","FW","B","T-6.35","CN","부흥","하이에어","17.0","25.0","22.200537","13.0","12.0","14.953647"
"SN2126B7PU1124543","2.0","6000.0","76.456","3.0","2.0","1.0","정상","30.0","FWL","B","S-160","CS","건일산업(주)","건일산업(주)","34.0","27.0","23.463387","13.0","14.0","18.784142"
"SN2126B7PU1703631","1.5","1151.0","24.9769999999999","13.0","8.0","1.0","정상","50.0","FW","A","T-3.81","CN","부흥","하이에어","19.0","25.0","36.06716","13.0","18.0","16.844376"
"SN2126B7PU1703842","6.0","892.0","70.683","5.0","4.0","1.0","정상","30.0","FW","B","T-6.35","CN","부흥","하이에어","19.0","26.0","23.175976","13.0","9.0","15.031741"
"SN2126B7PU1130530","1.0","107.0","0.347","1.0","0.0","1.0","정상","30.0","N","B","S-80","CS","건일산업(주)","하이에어","19.0","21.0","19.951197","21.0","15.0","17.753777"
"SN2126B7PU1318970","16.0","210.0","350.079","4.0","3.0","1.0","정상","30.0","PG","A","S-80S","SS","건일산업(주)","하이에어","17.0","24.0","32.56754","11.0","13.0","15.0013075"
"SN2126B7PU1124838","2.0","2875.0","27.805","4.0","3.0","1.0","정상","30.0","DH","B","S-80","CS","성일SIM함안공장","성일SIM함안공장","18.0","29.0","24.552582","11.0","14.0","16.481134"
"SN2126B7PU1200161","30.0","3297.0","3019.19","8.0","7.0","0.0","정상","30.0","RN","A","T-26.97","LTCS","(주)성광테크","(주)성광테크","29.0","40.0","37.220448","16.0","16.0","19.25153"
"SN2126B7PU1127361","0.75","75.0","1.065","2.0","1.0","1.0","정상","30.0","AI","A","S-80","CS","건일산업(주)","하이에어","17.0","24.0","21.592373","21.0","28.0","23.879791"
"SN2126B7PU1319375","1.0","499.0","5.062","3.0","2.0","1.0","정상","40.0","PL","A","S-80S","SS","건일산업(주)","하이에어","85.0","43.0","36.208164","14.0","8.0","16.798258"
"SN2126B7PU1128707","2.0","923.0","21.711","7.0","5.0","1.0","정상","50.0","AU","A","S-80","CS","건일산업(주)","건일산업(주)","17.0","23.0","23.088104","13.0","21.0","20.223404"
"SN2126B7PU1132219","2.0","1048.0","23.153","8.0","7.0","1.0","정상","50.0","CWS","B","S-80","CS","건일산업(주)","건일산업(주)","37.0","36.0","20.699242","26.0","14.0","23.759068"
"SN2126B7PU1312779","3.0","1552.0","20.187","4.0","3.0","1.0","정상","30.0","PL","A","S-10S","SS","성일","하이에어","17.0","20.0","29.694023","14.0","18.0","19.457232"
"SN2126B7PU1125815","1.0","2556.0","12.954","5.0","4.0","1.0","정상","30.0","AU","B","S-80","CS","성일SIM함안공장","하이에어","33.0","14.0","19.69558","13.0","17.0","17.945251"
"SN2126B7PU1133966","3.0","1410.0","32.236","4.0","3.0","1.0","정상","30.0","FWL","A","S-80","CS","건일산업(주)","건일산업(주)","26.0","29.0","24.344074","13.0","18.0","20.640976"
"SN2126B7PU1121443","4.0","0.0","33.5259999999999","9.0","8.0","0.0","정상","30.0","DH","B","S-40","CS","(주)성광테크","(주)성광테크","12.0","25.0","26.531498","11.0","22.0","20.765862"
"SN2126B7PU1319546","2.0","1807.0","19.025","9.0","6.0","1.0","준긴급","30.0","WD","B","S-10S","SS","건일산업(주)","하이에어","12.0","11.0","24.657509","15.0","11.0","11.776377"
"SN2126B7PU1312126","3.0","4299.0","40.35","6.0","3.0","1.0","정상","40.0","OL","A","S-10S","SS","성일","하이에어","22.0","15.0","22.06803","19.0","17.0","17.991684"
"SN2126B7PU1131933","2.0","1469.0","33.317","9.0","8.0","0.0","정상","50.0","N","A","S-80","CS","(주)성광테크","(주)성광테크","17.0","27.0","25.834332","28.0","16.0","17.037163"
"SN2126B7PU1120654","2.0","2698.0","21.081","2.0","1.0","1.0","정상","50.0","AI","B","S-80","CS","건일산업(주)","건일산업(주)","19.0","22.0","21.06736","13.0","39.0","19.343868"
"SN2126B7PU1201025","48.0","4899.0","4392.9","5.0","4.0","1.0","정상","40.0","RN","A","T-30.18","LTCS","(주)성광테크","(주)성광테크","24.0","26.0","37.639492","11.0","36.0","18.437462"
"SN2126B7PU1120614","2.0","0.0","8.9","3.0","2.0","1.0","정상","30.0","CHS","A","S-80","CS","성일SIM함안공장","성일SIM함안공장","20.0","17.0","19.764832","13.0","30.0","25.391613"
"SN2126B7PU1316778","1.5","1377.0","18.923","5.0","4.0","1.0","정상","40.0","N","A","S-80S","SS","건일산업(주)","건일산업(주)","31.0","24.0","21.463984","21.0","20.0","17.36913"
"SN2126B7PU1118216","2.0","2696.0","34.228","7.0","6.0","1.0","정상","30.0","DH","B","S-80","CS","성일SIM함안공장","성일SIM함안공장","17.0","29.0","24.115362","32.0","24.0","16.831062"
"SN2126B7PU1131197","1.0","3055.0","19.088","8.0","7.0","0.0","정상","50.0","N","A","S-80","CS","성일SIM함안공장","하이에어","17.0","24.0","25.694744","28.0","19.0","20.583385"
"SN2126B7PU1319273","0.5","0.0","0.51","1.0","0.0","1.0","정상","50.0","PG","A","S-80S","SS","건일산업(주)","하이에어","17.0","9.0","17.621685","11.0","14.0","16.216541"
"SN2126B7PU1134746","3.0","2876.0","46.657","2.0","1.0","1.0","정상","50.0","FGL","B","S-80","CS","건일산업(주)","건일산업(주)","19.0","24.0","25.79834","13.0","13.0","15.159842"
"SN2126B7PU1132141","2.0","1300.0","16.829","6.0","5.0","1.0","정상","40.0","MT","A","S-80","CS","건일산업(주)","건일산업(주)","19.0","29.0","28.225718","14.0","15.0","17.70211"
"SN2126B7PU1321144","0.75","180.0","0.396","1.0","0.0","1.0","정상","40.0","DN","A","S-80S","SS","건일산업(주)","하이에어","21.0","8.0","21.896603","13.0","20.0","16.658493"
"SN2126B7PU1702671","2.0","1725.0","16.41","3.0","2.0","0.0","정상","30.0","FW","B","T-3.96","CN","부흥","하이에어","28.0","56.0","26.124775","13.0","13.0","14.857519"
"SN2126B7PU1704241","2.0","966.0","27.169","24.0","9.0","1.0","정상","50.0","FA","A","T-3.96","CN","부흥","하이에어","5.0","39.0","35.14013","11.0","19.0","16.419304"
"SN2126B7PU1200132","24.0","3073.0","2108.94","7.0","6.0","1.0","정상","40.0","RN","A","S-80","LTCS","성일SIM함안공장","성일SIM함안공장","32.0","43.0","35.648014","11.0","16.0","16.084167"
"SN2126B7PU1133190","1.0","243.0","2.27699999999999","2.0","1.0","1.0","정상","30.0","AI","A","S-80","CS","건일산업(주)","건일산업(주)","19.0","25.0","22.750694","13.0","21.0","19.765911"
"SN2126B7PU1131258","3.0","505.0","29.0319999999999","5.0","3.0","1.0","정상","40.0","PL","A","S-80","CS","건일산업(주)","건일산업(주)","26.0","24.0","28.954332","14.0","18.0","17.093552"
"SN2126B7PU1J00315","4.0","0.0","82.791","11.0","8.0","1.0","정상","30.0","N","A","S-40","CS","(주)성광테크","(주)성광테크","35.0","41.0","26.903156","11.0","16.0","17.323051"
"SN2126B7PU1132998","1.0","0.0","6.816","6.0","0.0","1.0","정상","30.0","DH","B","S-80","CS","성일SIM함안공장","삼녹","18.0","22.0","20.294046","11.0","16.0","15.17563"
"SN2126B7PU1200009","24.0","3934.0","3456.98","5.0","4.0","0.0","정상","50.0","RN","A","S-80","LTCS","(주)성광테크","(주)성광테크","25.0","59.0","31.91426","11.0","20.0","15.705038"
"SN2126B7PU1703899","1.5","1736.0","22.366","18.0","7.0","1.0","정상","50.0","FA","A","T-3.81","CN","부흥","하이에어","19.0","43.0","34.208374","13.0","26.0","16.605207"
"SN2126B7PU1310653","3.0","4980.0","38.96","4.0","2.0","0.0","정상","3B","FDT","B","S-10S","SS","성일","하이에어","19.0","15.0","23.944387","14.0","10.0","16.272095"
"SN2126B7PU1120368","10.0","1838.0","318.073","5.0","4.0","1.0","정상","30.0","PG","A","S-60","CS","(주)성광테크","(주)성광테크","11.0","16.0","22.384083","20.0","37.0","26.563057"
"SN2126B7PU1318898","18.0","904.0","604.401999999999","9.0","8.0","1.0","정상","50.0","N","A","S-80S","SS","건일산업(주)","하이에어","19.0","51.0","35.602364","11.0","14.0","14.393057"
"SN2126B7PU1314794","24.0","500.0","847.4","3.0","2.0","1.0","정상","40.0","RN","B","S-40S","SS","건일산업(주)","하이에어","17.0","29.0","29.362087","16.0","9.0","15.138997"
"SN2126B7PU1315901","1.0","2471.0","9.061","3.0","2.0","1.0","정상","40.0","WD","B","S-80S","SS","건일산업(주)","하이에어","17.0","35.0","27.541761","13.0","15.0","15.424017"
"SN2126B7PU1317971","1.0","435.0","2.476","3.0","2.0","1.0","정상","30.0","WD","A","S-80S","SS","건일산업(주)","건일산업(주)","17.0","15.0","16.386475","11.0","11.0","16.999401"
"SN2126B7PU1126820","1.5","107.0","1.979","2.0","1.0","1.0","정상","50.0","AI","A","S-80","CS","성일SIM함안공장","하이에어","19.0","17.0","22.036211","14.0","15.0","15.650187"
"SN2126B7PU1131143","2.0","6000.0","49.943","2.0","1.0","1.0","정상","40.0","N","B","S-80","CS","(주)성광테크","(주)성광테크","23.0","20.0","20.961203","14.0","17.0","16.93037"
"SN2126B7PU1311110","1.5","180.0","7.911","3.0","2.0","0.0","정상","40.0","RN","A","S-80S","SS","삼성중공업(주)거제","하이에어","26.0","61.0","31.257322","8.0","37.0","24.02771"
"SN2126B7PU1133288","0.5","75.0","1.34599999999999","2.0","1.0","1.0","정상","40.0","PG","A","S-160","CS","(주)성광테크","(주)성광테크","17.0","21.0","20.220943","28.0","11.0","16.855614"
"SN2126B7PU1123562","2.0","1565.0","30.676","9.0","8.0","0.0","정상","40.0","AI","A","S-80","CS","(주)성광테크","(주)성광테크","17.0","18.0","23.887873","25.0","19.0","19.25153"
"SN2126B7PU1319963","2.0","2148.0","15.613","6.0","4.0","1.0","정상","50.0","WD","B","S-10S","SS","건일산업(주)","하이에어","24.0","20.0","24.452766","18.0","15.0","18.738129"
"SN2126B7PU1200823","38.0","5466.0","4152.04","3.0","2.0","1.0","정상","50.0","RN","B","T-33","LTCS","(주)성광테크","(주)성광테크","19.0","20.0","34.946625","30.0","17.0","16.741322"
